0.47162,1.0482,-1.1471,2.575,-1.8823,2.4839,-0.31077,-2.0455,-0.18108
1.9724,2.4716,-0.90354,-2.529,-2.339,5.1447,-2.4833,-0.28276,-0.53632
2.1572,1.0163,0.821,-1.8337,-0.19512,2.4439,-0.93736,-1.0816,-0.20549
0.055155,0.91673,0.044945,-0.79535,-0.028023,2.4487,-1.9777,-0.20082,0.32947
0.32395,-0.23475,-0.40975,-2.5058,1.7031,-0.11643,-0.37835,1.0839,0.56894
1.4278,-0.88155,-0.68817,-0.81647,2.976,-0.092057,-3.104,0.031681,1.0193
0.69025,-0.1456,0.11547,-1.0255,1.4667,0.020861,0.52698,-2.1911,0.88782
0.59991,-0.49206,-1.5249,2.8573,0.88176,-1.184,0.99399,-2.4306,1.9439
0.73145,0.62121,-1.2032,-1.4188,2.0369,1.4322,-1.7824,-0.60108,-0.30469
1.169,1.0141,0.042666,0.62666,-3.9761,3.3448,-1.7452,1.0916,-0.26888
2.9773,-1.6657,-1.2784,-4.0622,4.2673,-0.71744,-0.87057,-0.25385,1.3832
-0.017143,5.2953,-8.1897,1.2892,2.8091,-0.20871,1.0502,-3.2094,1.0186
2.0467,0.28227,0.2835,-3.0994,1.5917,-0.64887,3.6018,-2.3993,-0.96486
-0.03352,-1.0456,-2.3748,1.1663,0.7121,0.62042,-0.40938,-1.6163,1.3042
1.2479,0.67904,-1.7311,0.19968,-0.776,1.9162,1.4565,-2.6556,-0.64915
0.68633,1.974,-0.9125,-0.2721,-0.57496,2.4701,-3.6183,1.1216,-1.1296
0.41341,1.0413,-0.60121,-0.31005,1.2403,2.7995,-2.7319,0.060966,-1.0686
-1.166,1.6842,-1.3255,-1.7898,3.1594,-0.82296,-0.041751,-0.60572,0.77616
1.7711,-1.2095,2.7852,-2.449,1.3815,0.41103,-2.6063,1.2261,-1.6102
3.0772,-0.87476,-0.42306,-1.5767,0.6938,1.0304,-0.58288,-1.2389,0.07198
0.19126,0.45291,-0.58522,0.66758,1.1468,-1.0655,0.23392,-0.12969,-0.56386
2.7468,-2.2827,1.4095,-0.63543,-1.9545,3.3339,-3.5069,2.2739,-2.7406
1.585,2.8395,2.5456,-6.3237,1.573,0.046367,-0.28968,0.039641,-1.4139
1.7721,-1.8072,1.3982,-0.32121,0.54849,-1.6714,-0.028284,0.1482,0.35253
1.0172,-1.5197,-1.6212,1.9379,1.5771,-0.16162,-1.9009,-0.60017,1.5157
3.2924,0.11294,-5.9351,2.0965,0.00015571,0.32983,-0.79702,1.6001,-0.73593
3.081,-1.2452,1.6937,-1.3077,-2.2243,1.3939,-1.3044,0.62331,-0.2423
-1.7592,5.8566,1.6957,-3.9965,-1.2617,5.651,-1.4492,-0.78485,-1.6165
1.3272,0.95397,-1.6457,0.82665,-0.26686,1.6276,-2.5759,0.20501,0.48184
0.4348,-1.6669,3.1106,-0.47545,-1.3186,-0.63348,-1.6878,1.9281,-0.34629
0.83287,-0.10175,0.21714,-0.55701,3.5771,-3.9289,0.50552,0.10416,0.15416
2.3922,-1.6603,-1.1095,-0.57176,0.12755,1.2806,-0.73507,-0.71879,-0.90339
1.4377,-3.2486,-0.10325,0.79545,0.69371,1.1753,-2.501,1.4187,0.96618
1.4338,1.4062,-2.3772,-1.7957,3.6797,-1.0803,0.7334,-2.2131,0.32303
4.1096,-0.30835,-4.2082,-1.9975,3.405,1.0575,2.1249,-5.9768,2.4995
2.0187,-0.32448,-0.97491,-1.2387,0.90508,1.9017,-4.8424,1.7616,0.38299
0.6021,-0.27641,2.2638,-2.1589,-0.13054,1.438,-1.0917,-0.32207,-0.59437
2.9592,-1.2129,-0.23356,-0.17119,-1.0475,2.0758,0.14814,0.71887,-1.8401
