-1.2474,4.4874,-1.2313,-2.1302,-1.3057,4.4357,-1.3632,-0.2933,-2.3343
-0.55603,4.5187,-2.1259,-2.058,-1.7134,3.4291,1.1103,-2.7279,0.10366
-0.55089,2.4059,-2.1575,-0.21748,-2.2485,3.5974,-2.0864,1.1317,-0.85095
1.1623,-0.30371,-1.0818,-0.56743,-0.47426,0.79538,-0.1771,0.6679,-1.2075
1.7961,-2.9277,1.4029,-2.5575,1.8389,0.045636,-1.5561,3.2956,-2.1128
-1.2576,3.2686,-2.0661,-0.14275,-1.6898,2.9015,-0.1652,1.7319,-2.8136
-0.16891,2.1679,-0.49084,-2.3992,-0.08334,2.2639,-1.1025,-1.0468,-0.20347
-0.99668,3.639,-1.6928,-0.099698,-2.235,3.9391,-0.42113,0.6064,-2.517
2.9207,-1.5622,-1.8944,0.41114,-0.38143,0.77342,-1.64,0.98868,0.08013
-1.2905,3.536,-2.3904,-2.0953,-0.62176,2.9417,-0.12066,-0.12824,-1.2713
-1.08,1.4503,1.9598,-6.0316,2.8389,-1.0121,2.8422,-1.6222,0.54114
-0.76437,3.1386,-0.95025,-2.6542,-0.30425,3.4325,-2.1004,0.59444,-0.41322
-0.3821,-0.65716,2.7044,-3.2867,-1.6931,2.8661,0.91158,1.2618,-2.951
0.46425,0.94492,-0.18143,-1.8103,-0.0033584,1.2174,-1.0396,0.7412,-0.98081
1.1707,0.89699,-2.0983,-1.8928,-1.554,4.5986,-1.4527,0.803,-0.91075
-0.70058,2.6218,-0.47503,-5.0525,-0.89834,4.6087,-0.71769,-1.5733,0.20644
0.30684,-0.62936,-0.050626,0.48222,-1.412,1.7418,0.43792,2.4721,-3.0408
-0.87078,3.9301,-0.5456,-2.9811,-4.3146,4.8601,0.05473,1.9331,-2.6017
-1.7297,2.6404,2.2288,-5.0337,-3.0103,4.4866,1.0931,0.54809,-2.2637
0.061043,0.81075,1.0752,-3.2119,0.52723,1.9199,-1.6198,-1.3397,1.2547
-0.070497,1.1646,0.47448,-2.4857,-0.19531,1.5172,-2.1913,2.879,-1.5038
-2.6012,3.6401,0.99895,-3.6873,-2.7893,4.1468,-0.40918,-0.2114,0.062541
-1.3347,4.5522,-4.0598,-1.6285,-0.58111,4.8022,-2.1291,-0.72432,0.016607
0.38481,1.46,-0.17819,-1.6365,-0.33436,2.2546,-2.4136,1.7991,-1.6215
-1.2366,2.8456,0.47208,-2.9109,-1.1259,2.752,0.65043,-0.53003,-1.8654
-0.6046,1.0953,-1.5863,-0.54733,-2.1315,3.8963,0.033619,3.5617,-3.6476
-0.098291,1.2592,-2.0944,1.038,-2.4744,3.3052,-2.6053,1.7732,-1.4637
0.10792,2.1263,-0.015792,-2.6824,0.21407,2.1472,-1.1466,-1.1663,-0.091032
-0.21946,2.3309,1.0079,-4.1239,0.42962,0.087776,1.1848,0.44451,-2.0587
-0.18935,1.9608,-0.26117,-1.3742,-2.6592,2.5468,1.5285,0.6481,-1.5245
1.2206,-1.6562,-0.4895,0.65014,-1.6705,1.8928,-1.8268,0.33159,0.19633
-0.82866,1.7935,1.6985,-2.9436,-1.8733,1.0395,0.57212,0.47752,-1.1851
0.22313,0.16658,-0.80728,0.017928,-0.28237,3.2047,0.62611,0.047779,-2.7434
0.36749,1.0587,1.2731,-5.7149,2.3991,2.1918,-1.4076,-0.076104,-0.48297
-1.3169,3.7725,-0.89699,-4.3123,-1.0923,3.8154,1.6949,-1.3999,-2.2524
0.5756,2.1919,1.1272,-3.482,-1.7913,1.5411,1.6895,-0.69589,-2.0971
1.3614,0.4259,-0.89483,-1.8241,0.913,2.495,-0.43472,1.7485,-3.0006
0.18079,0.49211,1.818,-4.9553,-1.314,2.9714,1.1103,0.063856,-1.8068
-0.46424,2.8691,-1.7514,0.93622,-1.4063,-0.25051,0.34749,1.0314,-1.8172
-0.099396,1.3066,0.72937,-1.8877,-0.90292,2.8096,-2.531,0.79923,-0.63919
0.81911,-2.6703,2.7752,-2.4614,1.2183,1.1777,-1.2237,1.3894,-2.0428
-0.3425,1.913,-0.29287,-2.8953,-0.96051,2.8925,-0.93752,1.9266,-1.5989
-2.1987,4.0423,-0.10951,-1.8159,-1.9336,4.8405,-3.2914,0.18983,-0.63981
-0.24306,1.493,-0.47066,0.46909,-3.7894,2.2302,1.3171,0.093164,-2.1305
-1.3532,-0.45237,3.6544,-1.5085,-2.6996,-0.12306,2.118,0.62062,-0.92646
-0.50837,0.718,0.76244,-1.6998,-0.051801,1.217,-1.6544,2.0565,-1.3607
-2.3617,4.4606,-0.44703,0.10228,-2.1908,0.91361,0.62828,-0.56424,-0.75825
0.28885,-1.6498,2.9162,-2.6299,-1.0163,3.8891,-2.1268,2.3173,-2.1264
-1.6756,3.5927,0.090621,-1.6376,-3.2464,2.8588,-0.87578,-0.1722,-0.0029783
-0.99717,3.3382,0.63713,-2.9066,-2.0813,1.7323,0.53272,1.7676,-2.4403
-1.1205,0.50006,2.635,-3.5766,-0.82231,1.6952,1.1583,0.18708,-1.256
-1.4053,2.4736,0.041222,-4.149,-0.87111,3.9754,-0.628,0.71634,-1.9525
0.43768,1.1308,0.10311,-1.5688,-1.8834,5.649,-2.4142,0.90852,-3.1481
-1.9266,3.1266,-3.2529,-0.34567,-0.24998,1.8712,0.29805,0.75329,-3.0436
-0.72852,1.2345,1.4738,-5.4927,0.7163,2.9844,-0.35675,1.0954,-1.7273
0.23084,1.4717,0.42069,-1.2674,-2.6627,3.0445,-0.39063,-1.6856,-0.19575
-0.0011127,2.4518,-1.0995,-1.9302,-3.0114,4.4177,0.39388,-2.2901,0.16113
-0.26215,2.0265,-2.4796,0.049144,-0.91372,2.8461,-3.3544,1.3063,0.26934
-0.25234,1.897,0.74862,-3.5782,0.68852,0.95885,-1.0319,0.47181,-0.91424
0.6243,0.45561,-2.0756,-0.15045,-0.98079,3.3419,-0.0080005,1.7144,-3.8533
0.3078,1.2808,1.4613,-4.8422,-1.2081,4.6594,-1.1332,-0.35812,-0.010269
-1.0417,2.9731,-0.11457,-1.8383,-2.8082,3.9593,-1.277,-0.95307,-0.5121
-1.6151,2.6982,-0.89672,-1.1177,-0.38205,0.78245,-0.38949,0.64387,-1.5765
0.51201,2.9008,-1.5509,-3.3884,-2.0696,5.0097,-0.15417,0.82595,-3.2286
-0.28353,3.3482,-0.38089,-2.4305,-2.0607,3.0621,0.26359,-0.95222,-0.6697
-0.5007,2.0066,-0.69475,0.10239,-2.3797,1.5464,-1.1811,2.6279,-1.8294
-0.24013,0.74411,1.3439,-3.6436,-0.99989,3.6325,-0.50022,1.691,-2.9561
0.91733,1.7442,0.35702,-3.0339,-1.3492,4.5431,-1.6507,-2.1159,0.76304
-0.73962,2.7775,-0.67897,-4.0436,-0.69587,3.2722,0.50109,-0.43538,-1.5251
0.72669,1.4465,-0.50039,-1.816,-2.3808,3.1791,-1.8899,2.9328,-2.8257
-0.93227,3.5815,0.21651,-3.3075,-0.89651,1.4213,1.7086,1.7137,-3.6908
-0.13047,-0.56464,1.7866,-3.1427,-0.69543,4.008,-3.1161,2.4355,-1.2899
