0.068084,0.7238,0.784,0.41187,0.97653,0.6965,0.98805,0.87231,1.1486,1.513,2.5562,2.2992,2.3691,2.7268,2.1097,1.6372,1.5482,1.4556,1.8557,1.3638,1.2108,0.28311,-0.18342,-0.31595,-0.38175,-0.77814,-1.6121,-2.6261,-1.8214
-0.53328,0.41216,0.058134,0.10044,0.30733,0.7446,1.0644,1.42,0.73049,-0.08458,0.15444,-0.76984,-0.67636,-0.55855,-0.76009,-1.9163,-1.7296,-0.58137,-0.94586,-1.3602,-1.944,-1.6496,-0.76872,-0.96732,-1.1869,-0.59749,-0.48705,-0.94342,-0.73118
0.80836,0.77696,0.84766,0.40446,0.48311,0.45945,0.72713,0.60985,0.29182,0.71098,0.10716,-0.13523,-0.57619,-0.60126,-0.57701,0.56563,0.69008,1.1375,1.6948,0.88544,0.41154,-0.2136,-0.14169,-0.23928,0.56686,0.83232,1.237,1.0459,1.1332
1.6272,0.71326,0.50492,0.50313,-0.4606,-0.35381,-0.39316,-0.96554,-1.1596,-1.1362,-1.145,-1.7205,-1.8579,-1.4158,-1.6414,-1.9149,-1.5045,-1.4549,-1.6616,-1.8665,-2.2014,-1.8763,-0.68751,-1.0823,-0.77343,-0.26894,-0.058576,-0.31076,-0.25746
0.18519,0.52179,0.12685,-0.53937,-1.1657,-1.6506,-0.77515,-0.7105,-0.78153,0.013508,0.37465,0.40604,0.95452,1.1723,1.7109,0.86345,0.84285,1.0074,1.7514,1.3011,0.84437,1.1019,0.80045,1.2409,0.90103,0.2646,0.10002,-0.076932,0.15029
0.76669,-0.055259,0.35316,0.31206,-0.58719,-1.1219,-0.70183,-0.92266,-0.94596,-1.0025,-0.65933,-1.2971,-1.1085,-1.7291,-1.8637,-1.4808,-1.192,-1.3771,-0.32827,0.267,1.1978,1.3869,0.91022,1.0974,1.4972,1.6141,2.1161,2.4903,2.0787
-1.6735,-1.7793,-1.8816,-1.7661,-1.6412,-1.3618,-1.2019,-1.1382,-0.74844,-0.592,-0.76947,-0.62705,-0.30959,-0.37194,-0.68069,0.66879,1.3388,1.395,1.4391,0.66072,0.68444,0.23049,0.091045,0.023006,0.38144,1.3962,0.84599,0.35283,0.32922
-1.0131,-1.4317,-1.4141,-0.80988,-0.51461,0.3607,0.033528,0.036465,-0.47948,-0.7102,-0.87358,-0.17949,0.65024,0.46467,0.12544,0.9668,0.29834,0.33133,-0.077046,-0.58808,-1.3166,-1.0683,-0.60042,-0.58663,-0.24974,-0.44463,-0.48293,-0.42839,0.09682
0.59303,0.49678,0.45516,0.99255,1.2457,0.74185,0.5144,0.71324,1.0541,1.5413,1.9081,1.5229,1.1937,0.62026,1.1622,0.93446,1.2056,0.89632,0.95864,1.5307,1.3231,0.75516,1.055,0.85485,1.3991,1.1367,0.92936,0.15276,0.76133
-0.04667,0.57209,-0.028764,0.42804,0.48435,0.2248,0.48714,0.027452,-1.1065,-0.90327,-0.7567,-0.79343,-0.033532,0.14436,0.93666,0.82438,0.33637,0.55373,0.90036,1.0616,0.089695,-0.50727,-0.99492,-1.188,-1.1303,-0.9335,-1.4714,-1.1289,-0.76656
-1.3971,-2.554,-2.1936,-2.1609,-3.2733,-2.5259,-1.5933,-0.94698,-0.88751,-1.3131,-0.91508,-1.1074,-0.84307,-0.70754,-0.80283,-1.1225,-0.68903,-0.96825,-1.6455,-1.7042,-1.8259,-2.0145,-1.686,-1.7838,-1.7686,-1.1339,-1.0535,-0.67195,-0.70597
0.43645,0.51073,-0.3153,0.33984,-0.49667,-0.14516,-0.17663,-0.96063,-0.36101,-0.30995,0.57095,0.66729,0.52171,0.041023,-0.15707,-0.1079,-0.95156,-0.43337,-1.3601,-1.7308,-1.443,-1.8575,-1.4271,-1.0904,-0.32812,-1.2235,-1.1166,-0.93501,-0.51845
-0.034047,-0.25784,0.23528,0.38387,0.62613,0.26139,0.074333,0.69421,-0.26792,0.078654,0.51653,0.44008,0.523,0.72637,1.275,1.2921,0.72678,0.56487,0.58287,0.23977,0.6516,-0.08222,-0.13242,0.26736,-0.068985,-0.25804,-0.026928,-0.60638,-0.046937
1.1296,1.3896,0.84942,0.95938,0.66088,-0.094756,-0.22892,-0.62276,-0.95753,-0.95269,-0.049952,-0.032306,0.4344,0.93723,0.7526,0.57476,0.07631,-0.64101,-0.13911,-0.17375,0.060956,0.41518,0.6519,0.98149,1.0832,1.8245,0.99222,0.89067,0.8425
0.053077,-0.52669,-0.088746,0.020217,-0.4851,-0.51884,-0.52476,-1.166,-1.917,-2.1406,-2.9369,-1.9144,-1.8931,-2.1294,-2.0714,-1.9658,-1.7579,-2.0567,-2.0645,-1.9776,-1.7344,-0.97704,-0.58025,-1.158,-0.58885,-0.30507,-0.12887,0.27049,0.33111
-0.02574,-0.44173,-0.80972,-1.2381,-1.4724,-1.5197,-1.4588,-0.86832,-0.18571,0.60534,-0.065446,-0.58354,-0.48474,-0.11795,-0.00069212,-0.23706,-0.16468,-0.41123,-0.56307,-0.7619,-0.13135,0.54037,0.0023409,-0.091311,-0.036139,0.2001,-0.19788,0.17351,-0.020803
0.44159,0.48947,0.88971,0.58935,-0.17565,-0.33303,-0.2219,-0.17868,0.3741,0.80814,1.2742,1.3042,1.5586,1.3216,1.2823,1.5997,1.3963,1.3195,0.93753,0.33164,0.095039,0.085978,0.18726,0.20355,0.88236,1.3169,1.67,0.93852,1.4146
-0.26472,-0.49463,-0.28007,-0.24749,-0.24706,-0.25989,-0.28805,-0.24178,0.19657,0.33825,0.4989,0.68102,0.84053,0.81227,1.2376,1.0235,1.1772,1.2253,0.54599,-0.21828,-0.38542,-0.053243,-0.30488,0.076548,0.17701,0.29315,-0.26714,-0.73151,-0.74826
0.15853,-0.71825,-0.45099,-0.51291,-0.64291,-0.088256,0.44571,0.58059,0.25222,0.31938,-0.04469,-0.084953,0.086859,-0.024257,-0.069408,-0.41964,-0.32706,-0.57368,0.032431,-0.075522,0.1405,0.26757,-0.25723,-0.31237,-0.35551,-0.11513,0.51465,0.52595,-0.15615
0.08963,-0.14924,0.55607,0.90848,0.55605,-0.20193,-0.90966,-1.3519,-0.73612,-0.6313,-0.85113,-1.0264,-1.0918,-1.5135,-1.06,-1.1959,-0.69223,-0.61499,-0.5697,-0.61343,-0.27874,-0.53355,0.022102,0.389,0.76158,0.25043,-0.094275,-0.02431,-0.12857
-1.3024,-1.3733,-1.4776,-1.3604,-1.2075,-1.1908,-1.193,-2.2126,-1.0952,-0.939,-0.57363,0.44803,0.16099,0.26128,0.70415,0.9348,0.79757,0.75134,0.61185,1.0181,0.61948,-0.0091093,0.23986,0.086232,-0.41806,-0.69889,-0.73825,-0.44523,-0.27175
-0.55835,0.12689,0.095568,0.32062,0.55788,0.18158,0.080324,-0.28167,-0.452,0.044445,-0.34586,-0.034626,-0.39055,-0.77497,-1.2969,-0.75557,-1.4659,-1.1797,-0.97867,-0.14098,0.25098,0.60286,0.41237,0.71342,0.93232,0.88856,0.69106,0.7106,-0.23151
-0.49727,-0.62559,-0.44866,-0.60237,-0.4956,-0.80352,-1.1544,-1.3569,-0.34563,-1.5493,-1.6202,-1.3773,-1.3486,-1.5194,-1.829,-1.927,-2.6692,-2.7288,-2.9592,-1.627,-0.70154,0.16177,0.45027,0.49649,1.3723,1.1734,1.7563,2.105,1.7994
-0.92468,-1.6246,-1.8649,-1.726,-1.4192,-2.0293,-1.3081,-0.82735,0.19296,0.48882,0.90331,0.77727,1.3357,1.5734,1.3254,0.25957,0.5807,0.031102,0.82087,1.1521,1.3697,1.6918,1.5104,1.4343,1.3441,1.9338,1.8528,1.6702,2.2051
0.90415,0.65649,0.076996,-0.44307,-0.45276,0.1281,-0.1579,-0.51999,-0.34221,-0.024825,0.19951,0.13561,0.70966,0.37427,0.27817,0.67061,0.25008,0.29472,0.30662,0.65795,0.015351,0.50141,0.74741,0.37306,1.229,1.8643,1.746,1.7915,1.5604
0.26311,0.96519,0.67256,1.1868,0.96462,1.2681,1.1697,1.4151,1.5511,1.2029,0.47984,0.73326,0.22718,-0.16298,0.11267,-0.23835,0.43728,0.35268,-0.097731,-0.21908,-0.20665,-0.92002,-0.47506,-0.25446,0.62418,0.019243,-0.28594,-0.01148,-0.76171
