0.17948,0.0264,-0.29765,-0.16123,0.1714,0.57437,0.10373,-0.14665,-0.15281
-2.2889,-1.8365,-1.8393,-1.4593,-1.3941,-2.0941,-1.5675,-1.8666,-2.6387
0.9695,1.6164,0.99843,1.5515,2.0936,1.952,2.1653,1.1857,1.1465
-0.47415,-0.76847,-0.7206,-0.69222,-0.48397,-1.1251,-0.5148,-0.81805,-1.1909
1.7583,1.5076,1.3824,1.1673,1.681,1.3031,1.3745,1.6329,1.7231
-0.21344,0.075051,0.15835,-0.14618,0.38137,-0.14461,0.16618,-0.72394,-0.7281
0.68569,0.47911,-0.14336,-0.15635,0.80049,0.017835,-0.29842,-0.40431,-0.39314
-1.0735,-1.5572,-0.88533,-1.6022,-0.75448,-0.43793,-0.055848,-0.18884,-0.11703
0.11998,0.35669,0.74399,0.15509,-0.72376,-1.1054,-1.8179,-0.30628,0.033113
0.264,0.19224,0.38524,0.040584,0.33666,0.87847,0.85566,0.80877,0.81112
0.42849,0.032998,-0.32788,-0.69755,-1.4283,-0.88095,-1.0839,-1.02,-1.0211
-0.58903,0.24584,0.42322,0.086734,0.77027,1.3669,1.0087,0.61181,1.4101
1.1671,1.2479,1.1815,0.67727,0.87943,1.064,0.76127,1.6192,0.68891
0.0094197,-0.84886,-0.99442,-1.5285,-1.6745,-1.3796,-1.3388,-1.236,-0.69716
0.69724,0.56366,0.078538,0.53409,0.15608,0.25115,0.020115,0.39316,-0.24155
-0.65935,0.42056,-0.043881,-0.091759,0.075179,-0.13209,-0.28891,-0.30525,0.82233
2.0078,1.5449,1.1402,1.0622,0.67631,0.56877,1.2246,1.806,1.8081
1.0005,1.2278,0.70193,1.1167,0.97716,0.89209,0.98634,0.84962,1.0795
0.73106,0.92989,1.2682,2.0733,1.8959,1.7759,1.9698,1.2076,1.7916
0.62133,0.32493,0.83745,0.88042,1.201,0.59635,0.93601,1.1431,1.8241
2.5637,2.2397,1.7428,0.26414,0.45398,0.62675,0.91178,0.82757,1.1542
-0.39111,-0.098249,0.084429,0.060831,-0.74081,-1.2363,-0.98795,-1.2678,-1.3886
0.34471,0.36875,0.14284,0.81305,1.3496,0.20495,0.92669,0.7147,0.030907
-1.1849,-1.0963,-1.3611,-0.74352,-0.52864,-1.031,-1.4857,-2.1177,-1.7937
0.41786,0.48936,-0.23259,-0.3069,0.49028,0.99378,0.82729,0.9197,1.4072
-1.9957,-1.1918,-0.59753,-0.14352,0.83685,0.7982,0.12192,0.33298,-0.27997
-0.71993,-0.9545,-1.1006,-0.76335,-0.29491,-0.67771,0.77652,0.87955,0.93052
0.16851,-0.65608,-0.47176,-0.089104,-0.92603,-0.8456,-0.40892,-0.20017,0.23475
1.0104,1.2778,1.554,1.0755,1.5396,1.193,1.4259,1.2138,1.2786
1.0905,-0.10572,-0.43213,-0.365,-0.47885,-0.19223,-0.12204,-0.048255,-0.6313
-1.6254,-1.4468,-2.2273,-1.8378,-2.2727,-2.4975,-2.0892,-1.2463,-0.62747
0.09508,-0.12361,-0.27574,-0.63411,-0.49133,-0.96085,-1.3634,-1.3726,-0.44569
0.95413,0.38019,0.40567,0.34495,0.14397,0.35281,0.40821,0.39523,0.52683
0.16287,-0.25939,0.15986,0.51906,0.95466,1.2927,0.30974,-0.14276,0.67314
-1.8028,-2.217,-1.6943,-1.0398,-1.2675,-1.0758,-1.695,-1.8348,-1.968
-0.9456,-0.18681,-0.92003,-0.65753,-0.52064,-0.35855,-0.47114,-0.18497,0.27463
0.93696,0.6743,0.61527,0.87189,1.5967,0.74722,0.75021,0.89459,1.6798
0.75932,0.39527,0.11073,-0.0042329,-0.0055233,-0.14151,0.44811,0.096656,0.93805
-0.35544,0.084941,-0.060121,0.12737,-0.22977,-0.18817,-0.25725,0.21403,-0.054595
-0.81269,-1.036,-0.41393,-0.70333,-0.040539,-0.26113,-0.12389,-0.96064,-0.82116
-0.00076023,-0.7013,-0.87015,-1.2591,-0.81757,-0.30926,-0.012243,0.56413,0.71563
